PO1,PD1,distance(m),durations(s),asecnd(m),descent(m)
FK117AN,FK82EA,10613.4,621.9,43.6,40.0
FK117AQ,FK82EA,10858.7,656.3,43.4,43.9
G732BH,FK82EA,47548.2,2284.2,331.7,348.2
FK81XY,FK82EA,3709.6,407.8,23.8,14.6
PA175AN,PA191BB,10220.7,682.6,122.6,99.3
PA152JL,PA191BB,12601.0,1061.1,169.9,185.2
PA186BN,PA191BB,7580.8,514.6,87.9,82.5
KA20DA,KA20DA,0,0,0,0
KA20DA,KA20DA,0,0,0,0
KA20BE,KA20DA,1958.5,171.3,8.4,10.7
KA20DA,KA20BE,1869.4,159.3,8.6,8.7
KA13TH,KA20BE,7296.1,645.4,36.8,44.0
KA137BL,KA20BE,16427.0,908.5,83.8,57.8
FK125AW,KA20BE,94975.8,4416.2,691.5,669.5
KA92LY,KA20BE,19034.9,1126.2,108.3,82.3
KA114AN,KA20BE,7341.7,407.0,46.0,32.1
KA73XG,KA20BE,27453.1,1357.2,156.4,149.6
PH314AG,PH314AW,3306.2,229.6,65.6,2.4
KA74RP,KA91TW,8774.9,579.1,60.3,69.0
KA91PP,KA91TW,1408.6,130.2,8.4,1.4
KA89DX,KA91TW,416.8,37.0,1.2,1.9
KA91BU,KA91TW,2391.3,248.3,8.6,7.0
KA74RJ,KA91TW,5833.5,606.6,18.6,17.0
KA13XG,KA13SG,1335.0,224.2,7.5,18.8
KA13SG,KA13SG,0,0,0,0
KA13SG,KA13SG,0,0,0,0
G133YT,G776RE,18551.5,1533.7,177.5,68.6
ZE10TR,ZE10UX,566.9,136.0,23.9,1.0
ZE10EX,ZE10UX,9987.8,782.0,256.0,222.7
ZE10TR,ZE10TP,475.7,91.0,5.2,13.0
ZE10TR,ZE10XL,3846.2,305.9,53.0,41.8
ZE10TR,ZE29JX,6129.7,456.8,180.0,137.5
ZE10NL,ZE29JX,6213.5,464.6,150.0,89.1
ZE10TR,ZE10WS,1551.3,167.0,16.7,34.2
ZE10TR,ZE10TQ,412.1,75.7,3.5,13.0
ZE29LF,ZE10TQ,7495.9,546.7,95.0,86.0
G673LH,G514FB,37794.6,2154.0,153.8,257.7
PA146XP,G514FB,20362.7,1112.6,80.3,89.4
G825AH,G514FB,26316.5,1619.6,109.6,134.3
G840EH,G514FB,50666.6,2489.7,408.9,430.3
KA239EJ,G514FB,50258.8,2530.0,285.3,341.5
G523NQ,G514FB,5182.6,515.5,8.7,25.2
ML36EF,G514FB,29963.2,1612.7,90.5,132.9
EH11BQ,EH260QU,15237.7,1421.1,182.8,97.6
EH11BQ,EH225EP,15187.5,1545.0,233.9,154.7
EH105JX,EH12QQ,4126.6,611.4,46.6,56.1
EH467AJ,EH12QQ,38137.8,2515.2,299.9,466.9
EH105JX,EH153RD,8297.0,1010.2,33.4,86.1
EH128LD,EH153RD,25064.2,1309.5,186.0,187.5
EH91QG,EH153RD,5993.2,751.5,24.6,58.4
EH76EY,EH153RD,5753.6,699.5,42.1,17.1
EH152RA,EH153RD,2649.1,413.0,22.0,8.8
EH152QR,EH153RD,2086.3,279.9,20.8,5.7
EH46LS,EH153RD,27906.0,1507.6,213.9,208.6
EH320TY,EH153RD,13633.1,717.1,95.3,57.5
EH65EA,EH153RD,7141.7,894.5,72.7,38.9
EH312HT,EH153RD,29699.8,1510.4,175.5,154.7
EH75RZ,EH153RD,6408.8,770.1,51.3,38.5
TD13BS,EH153RD,50275.7,2677.9,460.8,539.5
EH221NG,EH153RD,4089.7,429.4,24.0,58.6
EH87TP,EH153RD,4130.2,481.8,29.2,10.4
EH221LU,EH153RD,3856.9,371.5,26.3,53.0
EH166GF,EH153RD,6495.7,706.8,38.0,90.2
EH177RP,EH153RD,5259.4,621.7,53.2,74.4
EH332LR,EH153RD,11507.9,782.8,70.0,139.2
EH209LB,EH153RD,13015.0,797.7,44.8,150.0
EH221DN,EH153RD,8652.2,589.1,54.0,64.5
PA344SB,PA344RS,1094.0,180.7,1.2,40.8
PA344SB,PA345TU,5563.8,603.9,40.3,62.5
PA344SB,PA345TU,5563.8,603.9,40.3,62.5
EH192BL,EH209PW,5970.1,529.2,93.9,49.8
EH221NQ,EH209PW,7600.4,476.5,98.5,37.5
EH209HP,EH209PW,2630.3,296.9,6.6,15.5
EH421FJ,EH209PW,46642.9,1815.1,353.8,222.5
EH209SB,EH209PW,2054.1,207.7,28.2,7.6
EH92NL,EH209PW,6297.1,670.3,108.0,23.6
EH209PD,EH209PW,1775.4,251.8,4.5,14.0
EH166AH,EH209PW,4450.0,430.9,99.6,12.4
EH181DX,EH209PW,4496.3,486.3,93.5,60.3
EH87QW,EH209PW,12554.2,873.1,162.6,43.2
EH107DB,EH209PW,4909.4,363.5,38.0,57.6
EH39JR,EH209PW,9137.1,873.0,147.4,74.1
EH467DG,EH209PW,28885.0,1675.9,201.9,259.4
EH209DR,EH209PW,1251.9,134.1,9.8,7.6
AB561TX,AB564XF,10123.1,647.0,112.5,70.9
DD30PY,DD30SE,3283.4,428.0,22.8,77.0
DD38QB,DD30SE,3888.6,412.8,7.3,35.0
DG11SR,DG14UU,7666.5,597.9,47.0,41.7
DG11SR,DG14UU,7666.5,597.9,47.0,41.7
PH73AN,PH73DJ,959.2,107.5,32.3,2.9
ZE10US,ZE10EH,10085.4,690.0,225.1,234.2
ZE29TX,ZE10EH,4120.0,332.9,26.6,140.9
ZE29LD,ZE10EH,17727.4,1343.1,342.4,353.5
ZE29GF,ZE10EH,7237.3,584.5,97.7,172.9
ZE10WY,ZE10EH,2890.0,262.8,44.2,77.8
ZE29JT,ZE10EH,17504.7,1310.6,325.9,354.2
ZE10UR,ZE10EH,8140.4,571.7,192.9,218.0
ZE10US,ZE10DL,10184.5,705.4,225.9,234.8
ZE10HR,ZE10DL,1584.1,150.2,15.3,22.6
ZE10RE,ZE10DL,2177.9,216.7,24.3,31.1
G129QL,G115AW,398.2,81.4,0.1,6.2
G129QN,G115AW,310.5,71.0,0.3,4.4
FK54TP,FK11SY,7374.4,728.6,58.3,49.9
FK29XZ,FK11SY,2756.3,326.3,5.0,34.8
FK29XZ,FK11SY,2756.3,326.3,5.0,34.8
FK54GZ,FK11SY,7203.3,770.4,57.4,45.5
FK41PG,FK11SY,8952.5,728.5,64.6,62.2
FK54TP,FK54QP,1774.0,203.0,2.5,5.6
FK54TP,FK54QP,1774.0,203.0,2.5,5.6
FK27YJ,FK54QP,4915.9,519.4,34.5,27.1
FK27HS,FK54QP,4294.1,455.8,26.6,15.6
FK11PF,FK54QP,6074.7,697.2,38.1,49.1
FK54TP,FK14JB,4225.6,414.2,26.9,28.1
FK28DE,FK14JB,5035.3,577.6,33.8,14.9
FK41EJ,FK14JB,4679.6,304.5,29.5,39.4
FK14JP,FK14JB,574.2,100.7,1.9,1.1
FK41PB,FK14JB,4363.3,292.0,35.1,35.8
FK14PF,FK14JB,1199.4,121.5,1.2,7.4
G767RL,G466SA,1387.8,236.9,14.2,11.3
G13AG,G466SA,9388.7,933.9,96.4,41.1
G775AP,G466SA,3515.4,318.5,1.4,58.9
G767RL,G768RF,3099.1,372.2,50.3,30.2
G767RL,G767EU,1626.8,220.5,23.3,22.2
G767RL,G767QP,444.3,106.6,4.5,7.4
TD57JP,TD57EL,1101.0,169.2,6.3,4.2
TD57AW,TD57EL,1615.5,238.6,10.0,4.4
TD58XX,TD57EL,3292.0,513.9,28.1,44.6
TD57JP,TD57RH,1636.0,219.0,3.4,10.4
TD57AW,TD57RH,1056.4,131.3,0.9,4.4
EH549DA,EH549BT,970.6,116.6,11.5,1.0
EH546QP,EH549BT,4474.8,556.0,64.7,16.4
EH549DA,EH549EE,1768.8,181.3,26.7,1.0
EH549DA,EH549EE,1768.8,181.3,26.7,1.0
EH549DA,EH546JU,1702.7,201.7,2.1,16.4
EH459DA,EH446HZ,11301.2,692.8,81.2,93.1
EH459DA,EH143HR,38795.4,2368.3,303.2,377.6
EH143DU,EH143HR,1334.7,238.6,2.7,29.7
G627SR,G626JP,1410.3,161.1,4.1,18.3
G613DF,G626JP,620.4,107.6,9.0,1.7
G612SS,G626JP,2282.6,214.7,14.4,24.3
G626LZ,G626JP,1055.5,221.6,10.1,25.8
PA146NF,PA167QG,11532.2,1166.3,54.0,180.8
PA146NF,PA146DY,1291.8,303.5,4.2,12.7
G413PB,G11DA,4917.3,565.9,23.2,30.6
G813SG,G11DA,14363.3,1396.5,71.2,75.6
EH67BY,EH112SA,8296.7,1148.5,93.3,53.4
DD14NW,DD14JW,528.3,81.9,10.0,1.8
DD14NW,DD11LX,1737.1,211.6,15.4,14.2
DD30DG,DD11LX,3873.8,429.1,33.2,92.9
DD14NW,DD14HP,656.2,94.0,8.3,6.9
IV308XJ,IV305PQ,7540.6,759.7,40.3,82.3
EH41PW,EH44NL,3536.7,452.4,28.4,39.2
EH42SZ,EH44NL,1886.4,264.0,1.4,24.9
EH64QF,EH64QR,1099.2,158.4,4.7,1.7
EH64QF,EH75RN,3377.8,468.5,25.6,11.1
ZE10PJ,ZE10HJ,1004.7,78.7,13.5,20.8
ZE29LG,ZE10HJ,15103.9,976.1,320.3,343.0
ZE10PJ,ZE10RD,744.8,61.1,1.0,3.0
ZE10PJ,ZE10RD,744.8,61.1,1.0,3.0
ZE29LJ,ZE10RD,14205.0,936.4,299.0,369.4
ZE10TN,ZE10RD,7636.0,497.1,187.6,202.9
ZE10RR,ZE10RD,1777.7,159.4,3.2,75.2
ZE10PR,ZE10RD,2661.7,228.0,23.6,31.2
ZE10ER,ZE10RD,1392.3,112.1,16.3,21.0
ZE29QJ,ZE10RD,36278.7,2166.7,565.9,585.8
ZE10PE,ZE10RD,1420.0,101.6,20.0,15.7
ZE10EW,ZE10RD,1490.2,117.2,25.3,21.0
ZE10EW,ZE10RD,1490.2,117.2,25.3,21.0
ZE10HX,ZE10RD,1484.1,142.3,19.3,21.0
ZE10GR,ZE10RD,1257.0,135.0,0.9,28.6
ZE10SU,ZE10RD,1154.8,80.4,1.9,55.8
ZE10NJ,ZE10RD,1750.1,123.6,22.0,22.7
ZE10QN,ZE10RD,843.7,107.1,8.7,19.8
ZE29QN,ZE10RD,39215.0,2381.0,595.3,636.1
ZE10GJ,ZE10RD,1367.1,131.3,24.2,23.0
ZE10LL,ZE10RD,1888.0,149.4,28.3,22.1
ZE10LL,ZE10RD,1888.0,149.4,28.3,22.1
ZE10AN,ZE10RD,2140.5,227.6,35.7,28.5
ZE10EY,ZE10RD,973.2,80.3,0,45.0
ZE10SB,ZE10RD,491.6,58.3,0,2.2
ZE10JF,ZE10RD,1738.6,150.0,3.2,75.2
ZE10RU,ZE10RD,574.4,78.1,0,2.0
ZE10QH,ZE10RD,2935.4,236.8,22.0,49.3
ZE29JA,ZE10RD,25939.5,1587.3,465.2,484.5
ZE29JX,ZE10RD,4585.6,350.1,88.0,130.0
ZE39JS,ZE10RD,35505.3,2102.6,579.2,601.2
ZE10RX,ZE10RD,419.6,41.0,0.1,1.0
ZE29JE,ZE10RD,30082.0,1803.1,515.3,534.5
ZE29HX,ZE10RD,25962.6,1564.0,453.3,496.8
ZE10PJ,ZE10RG,1374.4,128.7,5.7,3.3
ZE10BA,ZE10RG,2689.6,260.1,37.4,28.7
ZE10PJ,ZE10DT,1660.9,138.3,30.4,21.4
ZE10YB,ZE10DT,1467.7,133.3,28.6,25.8
ZE10JN,ZE10DT,342.0,33.3,3.3,0
ZE10PJ,ZE10HX,1618.8,153.0,26.7,23.0
ZE10DJ,ZE10HX,656.6,88.2,2.4,5.8
ZE10PJ,ZE29SB,8989.6,596.9,196.8,196.6
ZE29HL,ZE29SB,25632.5,1627.6,481.2,486.7
ZE10PJ,ZE10BD,2024.2,172.2,17.0,26.3
ZE10SE,ZE10BD,2191.4,238.8,23.4,40.0
ZE10LD,ZE10BD,627.7,77.3,4.6,15.7
ZE10PJ,ZE29TX,3311.8,255.0,105.5,6.1
ZE10EH,ZE29TX,4122.9,333.0,134.7,26.1
ZE10PJ,ZE10EY,1718.0,141.3,41.2,3.3
ZE10RB,ZE10EY,1661.3,139.1,40.2,20.0
PH263HU,PH263LD,1279.5,154.9,4.1,3.6
PH263HB,PH263LD,470.4,67.7,0.1,4.4
PH243BU,PH263LD,14874.1,735.1,99.1,120.7
TD99HS,TD98DF,2501.2,434.8,41.8,9.3
TD99HS,TD98DF,2501.2,434.8,41.8,9.3
ZE29TF,ZE29TF,0,0,0,0
ZE29TF,ZE29TF,0,0,0,0
ZE29TF,ZE29TF,0,0,0,0
ZE29TF,ZE29TF,0,0,0,0
ZE29QG,ZE29TF,13196.9,854.5,140.4,105.1
ZE29QJ,ZE29TF,14196.6,940.0,145.2,116.6
ZE29QJ,ZE29TF,14196.6,940.0,145.2,116.6
ZE29TG,ZE29TF,2199.7,287.1,64.9,8.8
ZE29TF,ZE29QJ,14196.6,940.0,118.7,149.0
ZE29TF,ZE29QJ,14196.6,940.0,118.7,149.0
ZE29TF,ZE29QJ,14196.6,940.0,118.7,149.0
ZE29GJ,ZE29QJ,26023.2,1583.3,383.5,377.7
ZE29TE,ZE29QJ,13572.2,864.3,113.0,134.9
ZE29AB,ZE29QJ,23037.1,7155.3,271.0,274.7
ZE29PS,ZE29QJ,23276.4,1590.5,356.3,332.8
ZE29TF,ZE29TG,2199.7,287.1,9.2,64.8
EH44DX,EH13DG,6263.8,843.8,65.6,40.6
EH65ES,EH13DG,2066.1,362.3,56.2,1.1
EH36HW,EH13DG,1733.2,320.3,31.6,9.4
G781TB,G781QT,1709.0,191.8,19.3,8.1
G717BP,G716QZ,1910.7,185.4,27.1,4.0
G716QZ,G716QZ,0,0,0,0
ML15BZ,G715PR,13139.7,734.1,65.5,132.2
ML28RD,G715PR,19010.7,1038.3,124.3,205.3
KY128QS,KY127QA,5820.4,597.7,75.8,9.1
KY112EW,KY127QA,7564.9,652.7,115.8,43.4
KY128QS,KY128PN,3410.7,382.5,23.4,6.2
IV301ST,IV327DZ,16567.9,1107.5,107.8,96.9
IV301ST,IV301EG,1989.6,283.2,7.4,12.2
IV301SY,IV301EG,2327.3,237.1,14.2,19.4
EH39GL,TD145NS,77830.2,3703.0,634.6,633.7
EH39GL,TD145NS,77830.2,3703.0,634.6,633.7
EH39GL,TD145NS,77830.2,3703.0,634.6,633.7
EH39GL,KY127SQ,29348.1,2384.5,316.3,312.1
EH39GL,KY127SQ,29348.1,2384.5,316.3,312.1
EH39GL,KY127SQ,29348.1,2384.5,316.3,312.1
EH39GL,KY127SQ,29348.1,2384.5,316.3,312.1
EH39GL,KY127SQ,29348.1,2384.5,316.3,312.1
G745NY,G742BT,4880.4,461.4,29.9,20.8
G745NY,G744AR,3835.2,391.4,22.6,17.9
G745NY,G744AR,3835.2,391.4,22.6,17.9
G745NY,G744AR,3835.2,391.4,22.6,17.9
G745NY,G759QD,5119.5,608.3,60.9,41.9
ML27DD,ML12NB,4306.2,467.7,7.4,53.1
AB392BD,AB392BL,286.6,43.2,1.6,0.1
AB392BT,AB392BL,122.2,18.1,0.1,0.3
AB392BD,AB392EE,1202.4,144.8,27.7,0
AB392BD,AB392EE,1202.4,144.8,27.7,0
AB392BD,AB392LB,775.8,136.7,8.5,2.9
AB392TL,AB392LB,2997.3,325.8,8.2,69.6
AB392BD,AB392QD,233.3,37.6,1.5,0.2
AB392BD,AB392QD,233.3,37.6,1.5,0.2
AB392AL,AB392QD,219.0,27.7,0,3.1
DD111JN,DD111UT,706.3,95.8,3.3,1.8
DD111HT,DD111UT,534.5,79.5,4.3,0
PA153DX,PA12BH,23433.7,1410.5,188.5,288.1
G839HF,PA12BH,26156.2,1591.1,138.5,142.8
G824LU,PA12BH,23651.6,1294.7,115.6,119.4
PA153DX,PA168AN,3815.9,440.4,8.3,106.2
KW151BH,KW151EU,647.1,127.4,5.2,1.3
KW151BH,KW151BA,896.7,92.0,6.6,3.6
KW151BH,KW172SP,23468.3,1382.7,215.3,219.0
KW172TD,KW172SP,245.9,42.0,1.4,0.5
KW151BH,KW151GA,1703.4,206.2,18.9,7.7
KW151BH,KW163JY,17845.7,1116.3,101.7,108.1
EH151ED,EH268HW,23842.8,1465.1,329.0,149.2
EH151ED,EH93BZ,7459.3,903.5,90.3,19.0
EH66JJ,EH93BZ,7462.7,1132.3,112.2,44.6
EH151ED,EH22AN,5286.8,667.1,77.3,18.8
G21EG,EH22AN,74101.7,3655.6,499.4,453.8
EH403EL,EH22AN,37495.9,2186.7,253.5,215.9
EH259LA,EH22AN,12822.9,1417.1,85.0,171.8
EH225DP,EH22AN,16690.1,1689.6,138.9,216.1
EH22AN,EH22AN,0,0,0,0
EH22AN,EH22AN,0,0,0,0
EH22AN,EH22AN,0,0,0,0
EH22AN,EH22AN,0,0,0,0
EH22AN,EH22AN,0,0,0,0
EH44QB,EH22AN,6211.9,835.7,70.2,42.8
EH44QB,EH22AN,6211.9,835.7,70.2,42.8
EH546JD,EH22AN,27323.3,2161.4,148.1,201.0
EH65AZ,EH22AN,3142.0,455.6,70.7,16.4
EH87RZ,EH22AN,3997.4,544.9,56.7,18.5
EH546RG,EH22AN,29371.8,2120.0,152.5,214.4
EH525DE,EH22AN,21398.1,2032.5,88.7,115.2
EH421NQ,EH22AN,47032.0,2559.5,312.8,263.6
EH549HG,EH22AN,29785.1,2442.0,138.6,236.6
FK79HE,EH22AN,57363.2,3317.4,305.8,279.0
EH421TW,EH22AN,45688.8,2450.4,307.3,246.4
TD60SH,EH22AN,65512.4,3615.5,718.2,784.0
KA184AB,EH22AN,113010.5,6020.8,939.7,1058.3
EH482JP,EH22AN,38968.1,2346.3,186.6,301.3
EH145BT,EH22AN,8850.4,1152.3,41.2,103.2
EH127PQ,EH22AN,8454.8,1152.8,53.3,29.3
G823PZ,EH22AN,106425.2,5292.5,648.4,627.6
EH126AN,EH22AN,3709.6,565.7,36.5,13.4
EH125QS,EH22AN,4511.9,691.3,40.2,13.1
EH217TQ,EH22AN,11256.1,1288.3,106.7,63.0
EH22PB,EH22AN,593.9,129.1,4.4,9.9
EH151ED,EH151ED,0,0,0,0
EH22AN,EH151ED,5314.3,697.4,19.3,77.0
EH93BZ,EH151ED,7655.5,908.3,21.5,91.8
EH268HW,EH151ED,24529.5,1581.1,149.2,327.9
G428SU,G428SU,0,0,0,0
G428SU,G428SU,0,0,0,0
EH145HE,EH147AQ,3522.9,448.4,38.3,4.4
EH145HE,EH145PN,894.8,209.3,0.9,4.7
KY120ED,KY120PD,2436.0,260.5,32.3,40.0
KY127BD,KY120PD,1616.4,220.8,33.5,4.1
KY120ED,KY120SQ,4943.3,256.3,73.6,17.4
FK39JH,FK11LW,5254.7,570.3,23.8,4.5
FK159HX,FK11LW,32051.9,1484.5,157.2,207.7
FK27GW,FK11LW,3135.5,385.9,18.7,8.8
FK27GW,FK11LW,3135.5,385.9,18.7,8.8
EH497SS,FK11LW,17322.6,936.7,176.2,213.7
FK103AD,FK11LW,25396.6,1383.6,115.7,134.3
FK14BT,FK11LW,2721.9,379.8,20.1,22.8
FK20RQ,FK11LW,8281.0,588.3,41.1,75.5
FK28EE,FK11LW,3203.0,358.7,17.0,3.3
FK27FL,FK11LW,1190.2,160.2,6.4,0.6
FK54QP,FK11LW,4725.8,515.8,16.6,26.8
FK15QT,FK11LW,2310.2,279.0,6.7,45.9
FK29AJ,FK11LW,612.1,103.9,9.9,0
FK11HR,FK11LW,413.0,72.5,0.2,0.9
EH519ER,FK11LW,12522.0,837.9,108.7,146.5
FK29EN,FK11LW,1168.4,187.4,13.4,0.4
FK39JH,FK94TZ,25914.6,1207.6,117.9,110.1
ZE10PX,ZE29LR,14997.2,966.3,331.7,341.9
ZE10EL,ZE29LR,17405.3,1149.6,350.4,369.5
ZE10PX,ZE10XA,8837.9,581.8,234.7,210.9
ZE10XD,ZE10XA,502.4,71.6,14.6,27.5
KA67BA,KA182AY,14671.5,985.6,141.1,105.1
KW151GE,KW151FU,2754.0,324.8,45.0,23.2
KW151GE,KW151UD,2915.9,302.3,42.7,24.7
KW172RU,KW151UD,11246.7,674.0,120.0,99.2
G349DT,G333LW,3142.9,244.4,13.5,14.5
G349DT,G212LR,7894.8,571.8,39.0,54.2
G349DT,KA137QD,59510.3,3226.1,259.3,333.0
G349DT,G340AH,1745.9,219.2,8.3,5.5
G349DT,G349HG,1218.7,153.1,4.9,10.1
G349HG,G349HG,0,0,0,0
G349HG,G349HG,0,0,0,0
G349DT,G335QB,3111.0,375.2,32.0,13.1
G349DT,G349DL,1646.8,212.6,11.9,5.6
ML54LT,G349DL,10968.1,756.4,79.4,80.6
ML43ND,G349DL,11610.8,825.1,112.9,83.3
G642JZ,G349DL,14025.5,1101.2,101.1,80.5
ML43DP,G349DL,12894.0,866.4,100.6,84.4
G331AZ,G349DL,4736.6,389.9,27.6,17.5
G431AP,G349DL,15179.5,1275.4,121.7,48.6
ML110HT,G349DL,34825.6,1631.7,209.2,290.4
G663RA,G349DL,10885.8,992.4,94.2,63.2
G698DR,G349DL,4542.5,293.0,27.9,17.3
ML55EG,G349DL,11597.2,818.3,90.8,87.8
G335PY,G349DL,2683.7,296.5,10.8,16.6
G349DT,G340JY,1115.3,122.4,6.6,4.7
IV11LG,IV361DL,42599.9,2414.2,216.8,210.8
ML41DT,ML36BF,7812.8,666.9,46.3,91.1
ZE29NB,ZE29NB,0,0,0,0
ZE29NB,ZE29NB,0,0,0,0
ZE29NB,ZE29NB,0,0,0,0
ZE29NB,ZE29NB,0,0,0,0
ZE29NB,ZE29NB,0,0,0,0
ZE29NB,ZE29NB,0,0,0,0
ZE29LX,ZE29NB,4914.5,367.5,47.5,80.1
ZE10WH,ZE29NB,33609.3,2082.8,677.1,704.0
ZE29NE,ZE29NB,2751.3,181.3,28.8,25.9
ZE29GD,ZE29NB,32831.0,1997.9,624.4,676.2
ZE29NN,ZE29NB,4611.7,285.7,43.7,70.8
ZE29NB,ZE29NE,2751.3,181.3,25.9,27.0
ZE29QW,ZE29NE,24835.1,1770.0,531.3,555.2
ZE29QW,ZE29NE,24835.1,1770.0,531.3,555.2
ZE29QW,ZE29NE,24835.1,1770.0,531.3,555.2
ZE29NB,ZE10WH,33641.6,2086.6,697.8,672.9
ZE10SP,ZE10WH,653.8,109.3,13.6,12.5
ZE29NB,ZE29GD,32831.0,1997.9,672.7,614.4
ZE29NB,ZE29LX,4914.5,367.5,77.1,46.9
ZE29NA,ZE29LX,2682.6,205.3,40.2,41.0
ZE29NA,ZE29LX,2682.6,205.3,40.2,41.0
G611DN,G12LS,7366.2,769.3,50.7,62.3
EH87NR,EH87LU,550.2,132.1,17.2,0
DD25LH,PH20TH,30751.5,1659.4,90.6,265.4
ML117QP,ML39EJ,34261.9,1893.8,446.7,513.5
PA31RU,ML39EJ,37731.1,2047.4,260.3,131.9
G745DJ,G759FQ,4227.3,487.1,60.3,23.6
G830RP,G838SN,529.0,104.4,0,6.1
G830RP,G838BW,1170.0,163.9,4.0,7.8
PA113DY,G838BW,34836.4,1903.8,175.1,259.9
G838AZ,G838BW,276.3,24.5,0,0.3
EH76HS,EH129EB,12020.8,1531.7,99.0,79.3
EH67JZ,EH129EB,15208.4,1555.7,121.2,78.3
EH114JL,EH129EB,2884.7,420.2,5.8,33.8
EH497ED,EH129EB,22434.6,1264.0,103.8,113.7
EH51AJ,EH129EB,12390.7,1166.3,98.0,76.0
G58BE,PA67DA,21076.2,1145.5,83.6,73.2
AB315TZ,AB315YP,1292.2,153.8,7.7,24.7
AB314BB,AB315YP,4421.4,462.8,18.7,34.0
AB315TZ,AB315SB,2848.8,344.8,41.9,25.8
HS12SD,HS29DZ,29261.2,1707.6,221.3,224.3
HS12SD,HS20NP,23168.9,1788.1,238.2,183.1
KY168PJ,KY168TG,11961.1,776.1,72.2,93.9
KY168PJ,KY168HR,936.9,188.1,0,23.2
KY168PJ,KY168HA,1119.0,261.8,0.5,16.3
AB326JL,AB326JH,1665.2,220.0,18.3,11.5
AB101XE,AB326JH,15625.2,1080.7,196.7,109.1
HS20LS,HS20EL,10466.8,810.1,119.4,70.4
HS20LS,HS20LP,2058.1,391.8,38.0,9.4
HS20JS,HS20LP,1861.1,288.2,19.3,4.8
HS20LS,HS20AG,11551.6,891.4,97.3,90.4
HS20DN,HS20AG,5320.0,490.3,32.7,70.7
HS20DN,HS20AG,5320.0,490.3,32.7,70.7
G431LY,G314BH,8017.5,853.2,40.8,40.0
G328AG,G314BH,5342.7,557.7,28.1,26.8
KY63QW,KY75QB,2987.8,327.9,14.4,47.3
KY74SB,KY75QB,5131.1,376.1,42.3,37.1
KY75ND,KY75QB,811.6,130.3,1.7,9.0
KY76UT,KY75QB,4822.6,501.8,20.0,100.2
KY62PF,KY75QB,7516.8,462.1,28.9,68.1
KY62NJ,KY75QB,5458.2,360.7,27.0,47.8
KY63QW,KY63BX,1973.5,257.2,22.7,5.2
KW163NP,KW163NP,0,0,0,0
KW163NP,KW163NP,0,0,0,0
KY40LJ,FK81QZ,39888.8,2192.7,230.0,387.6
FK83SZ,FK81QZ,32408.2,1891.3,179.9,189.8
FK104LE,FK81QZ,14724.7,928.9,75.7,79.7
FK20SF,FK81QZ,29219.5,1287.3,109.9,204.3
FK102TD,FK81QZ,9024.1,610.2,14.8,53.8
FK102TD,FK81QZ,9024.1,610.2,14.8,53.8
FK102NA,FK81QZ,11295.4,781.0,44.6,56.6
FK82QW,FK81QZ,2146.0,298.3,5.0,26.3
PA200HR,PA200HH,168.2,34.6,1.4,0
PA200HY,PA200HH,277.4,44.6,0.3,8.9
PA200JP,PA200HH,774.6,137.7,0.3,60.1
PA200HR,PA200EA,254.3,41.4,0.6,0
PA200HH,PA200EA,302.6,58.8,0.2,7.1
EH42XU,EH64DQ,4488.5,537.2,14.7,35.5
EH42XU,EH130NT,8368.2,1036.9,111.1,31.1
EH42XU,KY40DQ,32538.6,1824.2,418.1,306.4
EH42XU,EH51SA,2538.3,324.8,14.5,26.2
EH45PX,EH51SA,2864.8,327.4,3.0,32.5
EH51QS,EH51SA,834.9,144.8,9.9,0
EH52JP,EH51SA,1100.2,144.9,1.0,7.0
EH44GB,EH51SA,501.5,88.7,0.8,2.1
EH42XU,EH107DN,8882.7,1264.4,184.1,52.9
EH42XU,EH221PT,11469.7,1511.2,144.0,112.3
EH42XU,EH44GL,3273.3,495.0,28.7,18.4
EH42XU,EH44BT,1959.6,293.3,17.3,11.0
EH42XU,EH53NG,3193.1,379.4,14.7,21.2
EH42XU,EH43SS,3558.3,504.3,37.1,16.3
EH42XU,EH42JW,1129.2,258.9,15.2,8.8
EH42XU,EH52GD,2250.3,334.2,14.6,15.6
EH42XU,EH548QP,29665.2,1998.5,293.1,165.2
EH546DT,EH548QP,3845.7,452.6,45.4,27.4
EH526BN,EH548QP,7180.7,587.5,88.8,34.2
EH548FB,EH548QP,2321.6,268.4,20.1,34.1
G21EG,ML66QD,26234.2,1457.2,268.7,123.8
G21EG,ML66QD,26234.2,1457.2,268.7,123.8
G21EG,ML66QD,26234.2,1457.2,268.7,123.8
G21EG,ML66QD,26234.2,1457.2,268.7,123.8
G21EG,ML66QD,26234.2,1457.2,268.7,123.8
G21EG,EH129LP,67654.4,2936.1,441.4,417.1
G21EG,PA191RZ,43979.6,2521.8,254.2,273.2
G21EG,G116BW,5788.6,621.3,30.1,50.7
G21EG,G116BW,5788.6,621.3,30.1,50.7
G21EG,G116BW,5788.6,621.3,30.1,50.7
G21EG,G812LZ,13438.3,1389.0,83.5,80.6
G21EG,G812LZ,13438.3,1389.0,83.5,80.6
G21EG,G812LZ,13438.3,1389.0,83.5,80.6
G21EG,G680ES,21221.2,1328.3,204.4,109.3
G21EG,G680ES,21221.2,1328.3,204.4,109.3
G21EG,G680ES,21221.2,1328.3,204.4,109.3
G21EG,G776RF,12421.3,1170.0,132.5,39.3
